"respondent_id","persona"
1233,"I am 85 years old. I am male. I am White. I am widowed. I had 1 year of college education. My family income is $60,000 to $74,999. I am a not very strong Republican. I am slightly liberal. I attend religious services about once or twice a year."
1234,"I am 74 years old. I am female. I am Black or African American. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $35,000 to $39,999. I am a strong Democrat. I am moderate (middle of the road). I attend religious services more than once a week."
1235,"I am 38 years old. I am male. I am White. I am separated. I had 8 or more years of college education (doctorate or professional degree). My family income is $170,000 or more. I am an independent (neither Democrat nor Republican). I am slightly liberal. I attend religious services about once a month."
1236,"I am 85 years old. I am male. I am White. I am married. I completed high school (12th grade). My family income is $3,000 to $3,999. I am slightly liberal. I attend religious services about once a month."
1237,"I am 40 years old. I am male. I am White. I am married. I had 8 or more years of college education (doctorate or professional degree). My family income is $60,000 to $74,999. I am a not very strong Republican. I am slightly conservative. I attend religious services every week."
1238,"I am 31 years old. I am female. I am White. I am married. I completed 4 years of college (bachelor's degree). I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services every week."
1239,"I am 71 years old. I am female. I am White. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $60,000 to $74,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I never attend religious services."
1240,"I am 33 years old. I am male. I am White. I am married. I had 5 years of college education. My family income is $170,000 or more. I am a not very strong Republican. I am slightly conservative. I attend religious services about once or twice a year."
1241,"I am 55 years old. I am female. I am White. I am divorced. I completed 4 years of college (bachelor's degree). My family income is $110,000 to $129,999. I am a not very strong Democrat. I am moderate (middle of the road). I never attend religious services."
1242,"I am 60 years old. I am male. I am White. I am married. I had 8 or more years of college education (doctorate or professional degree). My family income is $170,000 or more. I am a strong Democrat. I am liberal. I attend religious services about once or twice a year."
1243,"I am 44 years old. I am female. I am White. I am married. I had 7 years of college education. My family income is $170,000 or more. I am a strong Democrat. I am liberal. I never attend religious services."
1244,"I am 51 years old. I am female. I am Black or African American. I am married. I completed 4 years of college (bachelor's degree). My family income is $130,000 to $149,999. I am a strong Democrat. I am liberal. I attend religious services nearly every week."
1245,"I am 70 years old. I am male. I am White. I am married. I had 6 years of college education (master's degree). My family income is $50,000 to $59,999. I am an independent, close to Republican. I am slightly liberal. I attend religious services several times a year."
1246,"I am 39 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $170,000 or more. I am a strong Democrat. I am liberal. I never attend religious services."
1247,"I am 42 years old. I am male. I am White. I am married. I had 6 years of college education (master's degree). My family income is $110,000 to $129,999. I am a strong Democrat. I am liberal. I attend religious services about once or twice a year."
1248,"I am 51 years old. I am female. I am White. I am separated. I completed 4 years of college (bachelor's degree). My family income is $50,000 to $59,999. I am a not very strong Republican. I am slightly conservative. I attend religious services about once a month."
1249,"I am 33 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $170,000 or more. I am a strong Republican. I am conservative. I attend religious services about once a month."
1250,"I am 45 years old. I am female. I am White. I am married. I had 2 years of college education. My family income is $170,000 or more. I am an independent, close to Republican. I am slightly conservative. I never attend religious services."
1251,"I am 73 years old. I am male. I am White. I am married. I had 5 years of college education. My family income is $110,000 to $129,999. I am a strong Republican. I am conservative. I attend religious services every week."
1252,"I am 40 years old. I am female. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $40,000 to $49,999. I am a strong Republican. I am extremely conservative. I attend religious services about once a month."
1253,"I am 19 years old. I am male. I am White. I have never been married. I completed high school (12th grade). I am an independent (neither Democrat nor Republican). I am conservative. I attend religious services less than once a year."
1254,"I am 37 years old. I am female. I am White. I am married. I had 6 years of college education (master's degree). My family income is $170,000 or more. I am a not very strong Republican. I am slightly conservative. I attend religious services nearly every week."
1255,"I am 39 years old. I am female. I am White. I am married. I had 7 years of college education. My family income is $90,000 to $109,999. I am a not very strong Democrat. I am slightly liberal. I attend religious services less than once a year."
1256,"I am 41 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $170,000 or more. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I never attend religious services."
1257,"I am 19 years old. I am female. I am White. I have never been married. I had 2 years of college education. My family income is $5,000 to $5,999. I am an independent, close to Democrat. I am slightly liberal. I attend religious services nearly every week."
1258,"I am 36 years old. I am male. I am White. I am married. I had 2 years of college education. My family income is $90,000 to $109,999. I am an independent, close to Democrat. I am slightly liberal. I attend religious services every week."
1259,"I am 36 years old. I am male. I am White. I have never been married. I completed high school (12th grade). My family income is $25,000 to $29,999. I am a strong Republican. I am conservative. I never attend religious services."
1260,"I am 69 years old. I am male. I am White. I am widowed. I had 1 year of college education. My family income is $50,000 to $59,999. I am a strong Democrat. I am liberal. I never attend religious services."
1261,"I am 45 years old. I am male. I am White. I am married. I completed high school (12th grade). My family income is $75,000 to $89,999. I am a strong Republican. I am slightly conservative. I attend religious services less than once a year."
1262,"I am 31 years old. I am female. I am White. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $60,000 to $74,999. I am a not very strong Democrat. I am liberal. I attend religious services less than once a year."
1263,"I am 28 years old. I am female. I am White. I have never been married. I had 5 years of college education. My family income is $110,000 to $129,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services several times a year."
1264,"I am 22 years old. I am male. I am White. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $8,000 to $9,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I never attend religious services."
1265,"I am 26 years old. I am male. I am White. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $60,000 to $74,999. I am a not very strong Republican. I am slightly conservative. I attend religious services several times a year."
1266,"I am 23 years old. I am male. I am White. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $35,000 to $39,999. I am a not very strong Republican. I am slightly conservative. I attend religious services several times a year."
1267,"I am 78 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $60,000 to $74,999. I am a strong Republican. I am conservative. I attend religious services every week."
1268,"I am 38 years old. I am female. I am of another race. I have never been married. I had 3 years of college education. My family income is $40,000 to $49,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I never attend religious services."
1269,"I am 61 years old. I am male. I am Black or African American. I am separated. I completed high school (12th grade). My family income is $17,500 to $19,999. I am a strong Democrat. I am slightly liberal. I attend religious services about once or twice a year."
1270,"I am 39 years old. I am male. I am Black or African American. I have never been married. I had 5 years of college education. My family income is $50,000 to $59,999. I am moderate (middle of the road). I attend religious services every week."
1271,"I am 20 years old. I am male. I am White. I have never been married. I completed high school (12th grade). My family income is $30,000 to $34,999. I am a strong Republican. I am slightly liberal. I attend religious services several times a year."
1272,"I am Black or African American. I am widowed. I am liberal. I attend religious services nearly every week."
1273,"I am 31 years old. I am female. I am Black or African American. I have never been married. I completed high school (12th grade). I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services several times a year."
1274,"I am 20 years old. I am female. I am of another race. I have never been married. I completed 8th grade. My family income is $1,000 to $2,999. I am a not very strong Republican. I am slightly conservative. I attend religious services several times a year."
1275,"I am 33 years old. I am female. I am of another race. I am separated. I completed 11th grade. My family income is $8,000 to $9,999. I am an independent (neither Democrat nor Republican)."
1276,"I am 39 years old. I am female. I am of another race. I am married. I completed high school (12th grade). My family income is $3,000 to $3,999. I am an independent, close to Democrat. I am liberal. I attend religious services more than once a week."
1277,"I am 48 years old. I am female. I am White. I am married. I had 6 years of college education (master's degree). My family income is $170,000 or more. I am an independent, close to Democrat. I am moderate (middle of the road). I never attend religious services."
1278,"I am 67 years old. I am female. I am White. I am married. I had 7 years of college education. I am an independent, close to Democrat. I am moderate (middle of the road). I never attend religious services."
1279,"I am 45 years old. I am male. I am of another race. I am divorced. I completed high school (12th grade). I am an independent (neither Democrat nor Republican). I am slightly conservative. I attend religious services several times a year."
1280,"I am 33 years old. I am female. I am of another race. I am married. I completed 4 years of college (bachelor's degree). My family income is $170,000 or more. I am an independent, close to Democrat. I am slightly liberal. I never attend religious services."
1281,"I am 32 years old. I am male. I am White. I am married. I had 3 years of college education. My family income is $170,000 or more. I am an independent, close to Democrat. I am slightly liberal. I attend religious services 2-3 times a month."
1282,"I am 31 years old. I am female. I am of another race. I have never been married. I completed 9th grade. My family income is $8,000 to $9,999. I am an independent (neither Democrat nor Republican). I am slightly conservative. I never attend religious services."
1283,"I am 71 years old. I am female. I am of another race. I am divorced. I completed 4th grade. My family income is less than $1,000. I am an independent (neither Democrat nor Republican). I attend religious services more than once a week."
1284,"I am 59 years old. I am female. I am White. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $35,000 to $39,999. I am a not very strong Democrat. I am moderate (middle of the road). I never attend religious services."
1285,"I am 36 years old. I am male. I am White. I am divorced. I had 5 years of college education. My family income is $75,000 to $89,999. I am an independent, close to Democrat. I am extremely liberal. I never attend religious services."
1286,"I am 30 years old. I am female. I am White. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $60,000 to $74,999. I am a strong Democrat. I am extremely liberal. I attend religious services about once or twice a year."
1287,"I am 64 years old. I am female. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $130,000 to $149,999. I am a strong Democrat. I am liberal. I never attend religious services."
1288,"I am 21 years old. I am male. I am White. I have never been married. I had 2 years of college education. My family income is $25,000 to $29,999. I am an independent (neither Democrat nor Republican). I am slightly liberal. I never attend religious services."
1289,"I am 37 years old. I am female. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $130,000 to $149,999. I am an independent, close to Democrat. I am liberal. I never attend religious services."
1290,"I am 44 years old. I am male. I am White. I am married. I had 8 or more years of college education (doctorate or professional degree). My family income is $90,000 to $109,999. I am a strong Democrat. I am liberal. I attend religious services every week."
1291,"I am male. I am White. I have never been married. I had 1 year of college education. My family income is $60,000 to $74,999. I am a not very strong Democrat. I am liberal. I never attend religious services."
1292,"I am 33 years old. I am female. I am White. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $90,000 to $109,999. I am a strong Democrat. I am liberal. I never attend religious services."
1293,"I am 77 years old. I am female. I am White. I am divorced. I had 6 years of college education (master's degree). My family income is $50,000 to $59,999. I am a strong Republican. I am conservative. I never attend religious services."
1294,"I am female. I am White. I have never been married. I had 2 years of college education. I am a not very strong Republican. I am conservative. I attend religious services every week."
1295,"I am 75 years old. I am female. I am White. I am widowed. I had 5 years of college education. My family income is $30,000 to $34,999. I am an independent (neither Democrat nor Republican). I am liberal. I attend religious services less than once a year."
1296,"I am 51 years old. I am male. I am White. I am married. I completed 6th grade. I am an independent (neither Democrat nor Republican). I am slightly conservative. I attend religious services about once or twice a year."
1297,"I am 53 years old. I am female. I am White. I am divorced. I had 2 years of college education. My family income is $150,000 to $169,999. I am a not very strong Republican. I am moderate (middle of the road). I never attend religious services."
1298,"I am 37 years old. I am male. I am White. I am married. I had 5 years of college education. My family income is $90,000 to $109,999. I am a strong Republican. I am extremely conservative. I attend religious services about once or twice a year."
1299,"I am 73 years old. I am male. I am White. I am divorced. I had 3 years of college education. My family income is $35,000 to $39,999. I am a strong Republican. I am slightly conservative. I attend religious services about once or twice a year."
1300,"I am 31 years old. I am female. I am White. I have never been married. I completed 4 years of college (bachelor's degree). I am a strong Republican. I am extremely conservative. I attend religious services more than once a week."
1301,"I am 35 years old. I am male. I am of another race. I am married. I had 5 years of college education. My family income is $50,000 to $59,999. I am an independent, close to Democrat. I am slightly conservative. I attend religious services several times a year."
1302,"I am male. I am of another race. I am married. I had 7 years of college education. My family income is $90,000 to $109,999. I am a strong Democrat. I am liberal. I never attend religious services."
1303,"I am male. I am married. I completed 4 years of college (bachelor's degree). I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services less than once a year."
1304,"I am 20 years old. I am female. I am of another race. I have never been married. I had 3 years of college education. I am a not very strong Democrat. I am slightly liberal."
1305,"I am 44 years old. I am female. I am White. I am married. I had 8 or more years of college education (doctorate or professional degree). My family income is $170,000 or more. I am an independent, close to Democrat. I am slightly liberal. I attend religious services less than once a year."
1306,"I am 30 years old. I am male. I am of another race. I have never been married. I had 8 or more years of college education (doctorate or professional degree). My family income is $35,000 to $39,999. I am an independent (neither Democrat nor Republican). I am slightly liberal. I never attend religious services."
1307,"I am 39 years old. I am male. I am White. I am married. I had 3 years of college education. My family income is $170,000 or more. I am a strong Democrat. I am liberal. I attend religious services several times a year."
1308,"I am 35 years old. I am female. I am of another race. I am married. I completed 4 years of college (bachelor's degree). My family income is $170,000 or more. I am a not very strong Democrat. I am slightly liberal. I attend religious services about once a month."
1309,"I am 89 years or older. I am male. I am White. I am divorced. I had 6 years of college education (master's degree). My family income is $90,000 to $109,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services every week."
1310,"I am 46 years old. I am male. I am of another race. I am married. I completed 4 years of college (bachelor's degree). My family income is $170,000 or more. I am an independent, close to Republican. I am slightly conservative. I attend religious services several times a year."
1311,"I am 72 years old. I am female. I am White. I am divorced. I completed 4 years of college (bachelor's degree). My family income is $75,000 to $89,999. I am a strong Democrat. I am liberal. I never attend religious services."
1312,"I am 50 years old. I am female. I am White. I am divorced. I completed high school (12th grade). My family income is $90,000 to $109,999. I am an independent (neither Democrat nor Republican). I am extremely liberal. I never attend religious services."
1313,"I am 71 years old. I am female. I am White. I am widowed. I completed high school (12th grade). My family income is $22,500 to $24,999. I am a strong Democrat. I am conservative. I attend religious services about once a month."
1314,"I am 85 years old. I am male. I am White. I am married. I had 2 years of college education. My family income is $40,000 to $49,999. I am an independent, close to Democrat. I am liberal. I never attend religious services."
1315,"I am 45 years old. I am female. I am White. I am divorced. I completed 4 years of college (bachelor's degree). My family income is less than $1,000. I am a not very strong Democrat. I am slightly liberal. I attend religious services about once or twice a year."
1316,"I am 70 years old. I am female. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $90,000 to $109,999. I am a strong Democrat. I am slightly liberal. I attend religious services every week."
1317,"I am 82 years old. I am female. I am White. I am divorced. I completed high school (12th grade). My family income is $25,000 to $29,999. I am an independent (neither Democrat nor Republican). I am slightly conservative. I never attend religious services."
1318,"I am 60 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $110,000 to $129,999. I am a strong Democrat. I am moderate (middle of the road). I attend religious services nearly every week."
1319,"I am 85 years old. I am male. I am White. I am widowed. I completed 4 years of college (bachelor's degree). I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services nearly every week."
1320,"I am 40 years old. I am female. I am White. I am divorced. I had 5 years of college education. I am an independent, close to Democrat. I am slightly liberal. I never attend religious services."
1321,"I am 44 years old. I am male. I am White. I am married. I had 7 years of college education. My family income is $170,000 or more. I am a strong Democrat. I am extremely liberal. I attend religious services about once a month."
1322,"I am 36 years old. I am male. I am Black or African American. I am married. I had 2 years of college education. My family income is $130,000 to $149,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I never attend religious services."
1323,"I am 79 years old. I am male. I am White. I am married. I completed high school (12th grade). My family income is $20,000 to $22,499. I am a strong Democrat. I am extremely liberal. I never attend religious services."
1324,"I am 45 years old. I am male. I am Black or African American. I am married. I had 2 years of college education. My family income is $40,000 to $49,999. I am moderate (middle of the road). I attend religious services every week."
1325,"I am 39 years old. I am female. I am White. I have never been married. I had 8 or more years of college education (doctorate or professional degree). My family income is $90,000 to $109,999. I am a not very strong Democrat. I am liberal. I never attend religious services."
1326,"I am 46 years old. I am female. I am White. I have never been married. I completed high school (12th grade). My family income is $150,000 to $169,999. I am a not very strong Democrat. I am liberal. I never attend religious services."
1327,"I am 63 years old. I am female. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $110,000 to $129,999. I am a strong Democrat. I am slightly liberal. I attend religious services less than once a year."
1328,"I am 58 years old. I am female. I am White. I am divorced. I had 6 years of college education (master's degree). My family income is $50,000 to $59,999. I am a strong Democrat. I am liberal. I never attend religious services."
1329,"I am 68 years old. I am female. I am White. I am divorced. I had 1 year of college education. My family income is $130,000 to $149,999. I am a not very strong Republican. I am moderate (middle of the road). I attend religious services about once or twice a year."
1330,"I am 80 years old. I am female. I am White. I am married. I had 5 years of college education. My family income is $130,000 to $149,999. I am a strong Democrat. I am liberal. I never attend religious services."
1331,"I am 77 years old. I am female. I am White. I am widowed. I completed high school (12th grade). I am moderate (middle of the road). I never attend religious services."
1332,"I am 32 years old. I am female. I am of another race. I have never been married. I had 5 years of college education. My family income is $20,000 to $22,499. I am a not very strong Democrat. I am liberal. I never attend religious services."
1333,"I am 39 years old. I am male. I am White. I am married. I had 6 years of college education (master's degree). My family income is $110,000 to $129,999. I am a strong Democrat. I am slightly liberal. I never attend religious services."
1334,"I am 37 years old. I am female. I am White. I am divorced. I had 6 years of college education (master's degree). My family income is $130,000 to $149,999. I am a not very strong Democrat. I am slightly liberal. I attend religious services less than once a year."
1335,"I am 79 years old. I am male. I am White. I am divorced. I had 6 years of college education (master's degree). My family income is $110,000 to $129,999. I am a strong Democrat. I am liberal. I attend religious services about once or twice a year."
1336,"I am 83 years old. I am female. I am White. I am married. I had 3 years of college education. My family income is $50,000 to $59,999. I am an independent, close to Democrat. I am moderate (middle of the road). I attend religious services 2-3 times a month."
1337,"I am 60 years old. I am male. I am White. I have never been married. I had 2 years of college education. My family income is $35,000 to $39,999. I am a not very strong Democrat. I am liberal. I never attend religious services."
1338,"I am 80 years old. I am female. I am White. I am divorced. I completed high school (12th grade). My family income is $60,000 to $74,999. I am a not very strong Democrat. I am moderate (middle of the road). I never attend religious services."
1339,"I am 65 years old. I am female. I am White. I am married. I had 3 years of college education. My family income is $10,000 to $12,499. I am an independent (neither Democrat nor Republican). I am slightly liberal. I attend religious services less than once a year."
1340,"I am 42 years old. I am male. I am White. I am married. I had 5 years of college education. My family income is $110,000 to $129,999. I am an independent, close to Democrat. I am liberal. I attend religious services about once or twice a year."
1341,"I am 89 years or older. I am female. I am White. I have never been married. I had 6 years of college education (master's degree). My family income is $35,000 to $39,999. I am a strong Democrat. I am moderate (middle of the road). I attend religious services every week."
1342,"I am 64 years old. I am female. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $170,000 or more. I am a strong Democrat. I am liberal. I attend religious services several times a year."
1343,"I am 34 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $90,000 to $109,999. I am a not very strong Democrat. I am liberal. I never attend religious services."
1344,"I am 67 years old. I am female. I am White. I am married. I had 2 years of college education. My family income is $60,000 to $74,999. I am a not very strong Republican. I am slightly conservative. I attend religious services nearly every week."
1345,"I am 76 years old. I am female. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $90,000 to $109,999. I am an independent, close to Democrat. I am slightly liberal. I attend religious services several times a year."
1346,"I am 27 years old. I am male. I am White. I have never been married. I completed high school (12th grade). My family income is $130,000 to $149,999. I am a not very strong Republican. I am slightly conservative. I never attend religious services."
1347,"I am 41 years old. I am male. I am White. I am separated. I had 2 years of college education. My family income is $40,000 to $49,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I never attend religious services."
1348,"I am 53 years old. I am male. I am White. I am married. I had 5 years of college education. My family income is $170,000 or more. I am an independent, close to Republican. I am slightly conservative. I never attend religious services."
1349,"I am 55 years old. I am male. I am White. I am married. I had 1 year of college education. My family income is $130,000 to $149,999. I am a not very strong Republican. I am conservative. I never attend religious services."
1350,"I am 46 years old. I am female. I am White. I am married. I had 2 years of college education. I am a strong Republican. I am conservative. I attend religious services 2-3 times a month."
1351,"I am 40 years old. I am male. I am White. I have never been married. I had 2 years of college education. My family income is $90,000 to $109,999. I am conservative. I attend religious services more than once a week."
1352,"I am 47 years old. I am female. I am of another race. I am married. I completed 4 years of college (bachelor's degree). My family income is $10,000 to $12,499. I am a strong Democrat. I am extremely liberal. I never attend religious services."
1353,"I am 36 years old. I am female. I am White. I am married. I had 2 years of college education. My family income is $110,000 to $129,999. I am a strong Republican. I am conservative. I attend religious services less than once a year."
1354,"I am 35 years old. I am female. I am White. I am married. I completed 4 years of college (bachelor's degree). I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services more than once a week."
1355,"I am 42 years old. I am female. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $8,000 to $9,999. I attend religious services more than once a week."
1356,"I am 72 years old. I am male. I am White. I am divorced. I had 2 years of college education. My family income is $50,000 to $59,999. I am a strong Democrat. I am liberal. I never attend religious services."
1357,"I am 45 years old. I am female. I am White. I have never been married. I completed 10th grade. My family income is $20,000 to $22,499. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I never attend religious services."
1358,"I am 70 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $50,000 to $59,999. I am an independent, close to Republican. I am slightly conservative. I attend religious services about once a month."
1359,"I am 27 years old. I am male. I am White. I have never been married. I had 2 years of college education. My family income is $90,000 to $109,999. I am an independent, close to Democrat. I am moderate (middle of the road). I attend religious services less than once a year."
1360,"I am 25 years old. I am male. I am White. I have never been married. I had 3 years of college education. My family income is $50,000 to $59,999. I am a not very strong Republican. I am conservative. I attend religious services about once or twice a year."
1361,"I am 53 years old. I am female. I am White. I am married. I had 6 years of college education (master's degree). My family income is $90,000 to $109,999. I am a strong Republican. I am slightly conservative. I attend religious services 2-3 times a month."
1362,"I am 52 years old. I am female. I am White. I am married. I had 7 years of college education. My family income is $150,000 to $169,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services about once or twice a year."
1363,"I am 32 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $170,000 or more. I am a not very strong Democrat. I am liberal. I never attend religious services."
1364,"I am 74 years old. I am male. I am White. I am married. I completed high school (12th grade). My family income is $35,000 to $39,999. I am a strong Democrat. I am slightly liberal. I never attend religious services."
1365,"I am 24 years old. I am male. I am White. I have never been married. I completed high school (12th grade). My family income is $170,000 or more. I am an independent, close to Republican. I am moderate (middle of the road). I never attend religious services."
1366,"I am 30 years old. I am male. I am White. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $90,000 to $109,999. I am a strong Republican. I am slightly conservative. I attend religious services about once or twice a year."
1367,"I am 30 years old. I am male. I am White. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $60,000 to $74,999. I am slightly conservative. I never attend religious services."
1368,"I am 31 years old. I am male. I am Black or African American. I have never been married. I completed high school (12th grade). My family income is $50,000 to $59,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services less than once a year."
1369,"I am 86 years old. I am male. I am White. I am married. I had 6 years of college education (master's degree). My family income is $170,000 or more. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services every week."
1370,"I am 89 years or older. I am female. I am White. I am widowed. I completed high school (12th grade). My family income is $40,000 to $49,999. I am a strong Democrat. I am slightly liberal. I attend religious services nearly every week."
1371,"I am 50 years old. I am female. I am White. I am divorced. I had 6 years of college education (master's degree). My family income is $50,000 to $59,999. I am a strong Democrat. I am liberal. I never attend religious services."
1372,"I am 45 years old. I am female. I am White. I have never been married. I had 1 year of college education. My family income is $30,000 to $34,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I never attend religious services."
1373,"I am 42 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $130,000 to $149,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I never attend religious services."
1374,"I am 58 years old. I am female. I am White. I am widowed. I had 2 years of college education. My family income is $75,000 to $89,999. I am an independent, close to Democrat. I am liberal. I attend religious services less than once a year."
1375,"I am 41 years old. I am female. I am White. I am divorced. I had 2 years of college education. My family income is $90,000 to $109,999. I am a strong Republican. I am conservative. I never attend religious services."
1376,"I am 33 years old. I am female. I am White. I am divorced. I had 2 years of college education. My family income is $60,000 to $74,999. I am a not very strong Republican. I am moderate (middle of the road). I never attend religious services."
1377,"I am 63 years old. I am female. I am White. I am divorced. I completed high school (12th grade). My family income is $35,000 to $39,999. I am a strong Republican. I attend religious services less than once a year."
1378,"I am 68 years old. I am male. I am White. I am married. I completed high school (12th grade). My family income is $75,000 to $89,999. I am an independent, close to Democrat. I am slightly liberal. I never attend religious services."
1379,"I am 60 years old. I am male. I am White. I am married. I had 1 year of college education. My family income is $150,000 to $169,999. I am a not very strong Republican. I am conservative. I attend religious services nearly every week."
1380,"I am 54 years old. I am male. I am White. I am married. I completed high school (12th grade). My family income is $150,000 to $169,999. I am an independent, close to Republican. I am moderate (middle of the road). I never attend religious services."
1381,"I am 55 years old. I am female. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $130,000 to $149,999. I am a strong Republican. I am slightly conservative. I attend religious services about once a month."
1382,"I am 47 years old. I am female. I am Black or African American. I have never been married. I had 8 or more years of college education (doctorate or professional degree). My family income is $40,000 to $49,999. I am slightly conservative. I never attend religious services."
1383,"I am 75 years old. I am female. I am White. I am divorced. I completed high school (12th grade). My family income is $90,000 to $109,999. I am a strong Republican. I am extremely conservative. I never attend religious services."
1384,"I am 38 years old. I am male. I am White. I am divorced. I had 3 years of college education. My family income is $50,000 to $59,999. I am an independent, close to Democrat. I am slightly liberal. I never attend religious services."
1385,"I am 42 years old. I am female. I am White. I am divorced. I had 3 years of college education. My family income is $8,000 to $9,999. I am an independent (neither Democrat nor Republican). I am slightly conservative. I never attend religious services."
1386,"I am 39 years old. I am female. I am White. I am married. I completed 8th grade. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services 2-3 times a month."
1387,"I am 73 years old. I am male. I am White. I am married. I had 2 years of college education. My family income is $170,000 or more. I am a strong Democrat. I am liberal. I never attend religious services."
1388,"I am 55 years old. I am male. I am of another race. I have never been married. I completed 2nd grade. My family income is $20,000 to $22,499. I am a strong Republican. I am conservative. I attend religious services every week."
1389,"I am 48 years old. I am male. I am White. I am married. I completed 5th grade. My family income is $3,000 to $3,999. I am a not very strong Democrat. I am conservative. I never attend religious services."
1390,"I am 37 years old. I am male. I am White. I am married. I had 6 years of college education (master's degree). My family income is $170,000 or more. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I never attend religious services."
1391,"I am 59 years old. I am female. I am White. I am married. I had 2 years of college education. My family income is $130,000 to $149,999. I am an independent, close to Democrat. I attend religious services about once or twice a year."
1392,"I am 80 years old. I am female. I am White. I am widowed. I had 2 years of college education. My family income is $50,000 to $59,999. I am an independent, close to Democrat. I am moderate (middle of the road). I attend religious services about once or twice a year."
1393,"I am 55 years old. I am female. I am White. I am married. I completed high school (12th grade). My family income is $110,000 to $129,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services less than once a year."
1394,"I am 24 years old. I am male. I am Black or African American. I have never been married. I completed high school (12th grade). My family income is $90,000 to $109,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I never attend religious services."
1395,"I am 59 years old. I am female. I am White. I am divorced. I had 2 years of college education. My family income is $75,000 to $89,999. I am a strong Democrat. I am extremely liberal. I never attend religious services."
1396,"I am 38 years old. I am male. I am White. I have never been married. I completed high school (12th grade). My family income is $110,000 to $129,999. I am a strong Republican. I am slightly conservative. I attend religious services about once or twice a year."
1397,"I am 54 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $170,000 or more. I am a strong Republican. I am extremely conservative. I attend religious services every week."
1398,"I am 59 years old. I am female. I am White. I am married. I completed high school (12th grade). My family income is $90,000 to $109,999. I am an independent, close to Democrat. I am moderate (middle of the road). I attend religious services less than once a year."
1399,"I am 64 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $20,000 to $22,499. I am conservative. I attend religious services several times a year."
1400,"I am 35 years old. I am male. I am White. I am divorced. I had 6 years of college education (master's degree). My family income is $150,000 to $169,999. I am a strong Republican. I am conservative. I attend religious services nearly every week."
